String,Label,CaseFold,RegRemoval,SymbolsRemoval
"Sebaiknya jangan suudzon tapi memang rasanya PNS itu gak mungkin bisa buat pesta di hotel Ritz Carlton dan kaya hidup hedon, kecuali baru dapat warisan, kenak lotre dan korupsi.",negative,"sebaiknya jangan suudzon tapi memang rasanya pns itu gak mungkin bisa buat pesta di hotel ritz carlton dan kaya hidup hedon, kecuali baru dapat warisan, kenak lotre dan korupsi.","sebaiknya jangan suudzon tapi memang rasanya pns itu gak mungkin bisa buat pesta di hotel ritz carlton dan kaya hidup hedon, kecuali baru dapat warisan, kenak lotre dan korupsi.","sebaiknya jangan suudzon tapi memang rasanya pns itu gak mungkin bisa buat pesta di hotel ritz carlton dan kaya hidup hedon, kecuali baru dapat warisan, kenak lotre dan korupsi."
"Sebaiknya Masyarakat Menunda Bayar Pajak, Sampai Ada Tindakan Bersih-bersih di Kemenkeu  #BeritaIslam",negative,"sebaiknya masyarakat menunda bayar pajak, sampai ada tindakan bersih-bersih di kemenkeu  #beritaislam","sebaiknya masyarakat menunda bayar pajak, sampai ada tindakan bersih-bersih di kemenkeu  #beritaislam","sebaiknya masyarakat menunda bayar pajak, sampai ada tindakan bersih-bersih di kemenkeu  beritaislam"
Sebanyak lima juta buruh dari berbagai sektor kerja dikabarikan akan menggelar aksi mogok kerja nasional pada Juli-Agustus 2positive23. Hal itu dilakukan dalam rangka penolakan terhadap pengesahan Undang-Undang Nomor 2/2positive22 tentang Cipta Kerja (UU Cipta Kerja),positive,sebanyak lima juta buruh dari berbagai sektor kerja dikabarikan akan menggelar aksi mogok kerja nasional pada juli-agustus 2positive23. hal itu dilakukan dalam rangka penolakan terhadap pengesahan undang-undang nomor 2/2positive22 tentang cipta kerja (uu cipta kerja),sebanyak lima juta buruh dari berbagai sektor kerja dikabarikan akan menggelar aksi mogok kerja nasional pada juli-agustus . hal itu dilakukan dalam rangka penolakan terhadap pengesahan undang-undang nomor / tentang cipta kerja (uu cipta kerja),sebanyak lima juta buruh dari berbagai sektor kerja dikabarikan akan menggelar aksi mogok kerja nasional pada juli-agustus . hal itu dilakukan dalam rangka penolakan terhadap pengesahan undang-undang nomor / tentang cipta kerja (uu cipta kerja)
"Sebenernya kena pajak? Bea? atau Cukai sih? RT @KompasTV: Mengejutkan, Oleh-Oleh Seharga Rp3positivepositive.positivepositivepositive Kena Pajak Bea Cukai Rp6positivepositive.positivepositivepositive, Ini Duduk Perkaranya",negative,"sebenernya kena pajak? bea? atau cukai sih? rt @kompastv: mengejutkan, oleh-oleh seharga rp3positivepositive.positivepositivepositive kena pajak bea cukai rp6positivepositive.positivepositivepositive, ini duduk perkaranya","sebenernya kena pajak? bea? atau cukai sih? rt @kompastv: mengejutkan, oleh-oleh seharga rp. kena pajak bea cukai rp., ini duduk perkaranya","sebenernya kena pajak? bea? atau cukai sih? rt @kompastv: mengejutkan, oleh-oleh seharga rp. kena pajak bea cukai rp., ini duduk perkaranya"
"Sebut Aksi BEM UI Framing Negatif ke Puan Maharani, PDIP Tak Tinggal Diam: Kalau Kritik, Jangan Hanya Mbak Puan Dong...",negative,"sebut aksi bem ui framing negatif ke puan maharani, pdip tak tinggal diam: kalau kritik, jangan hanya mbak puan dong...","sebut aksi bem ui framing negatif ke puan maharani, pdip tak tinggal diam: kalau kritik, jangan hanya mbak puan dong...","sebut aksi bem ui framing negatif ke puan maharani, pdip tak tinggal diam: kalau kritik, jangan hanya mbak puan dong..."
"sedang meyakinkan diri sendiri bahwa is okay dipanggil ""ibu"" walaupun childfree 🤣. emang usia ga bisa bohong 😭",positive,"sedang meyakinkan diri sendiri bahwa is okay dipanggil ""ibu"" walaupun childfree 🤣. emang usia ga bisa bohong 😭","sedang meyakinkan diri sendiri bahwa is okay dipanggil ""ibu"" walaupun childfree 🤣. emang usia ga bisa bohong 😭","sedang meyakinkan diri sendiri bahwa is okay dipanggil ""ibu"" walaupun childfree 🤣. emang usia ga bisa bohong 😭"
SEDERAT Harta Kekayaan Ketua DPR Puan Maharani di LHKPN . . Mulai dari Sejumlah Tanah Tersebar hingga Sederet Mobil  via @tribunmedan,positive,sederat harta kekayaan ketua dpr puan maharani di lhkpn . . mulai dari sejumlah tanah tersebar hingga sederet mobil  via @tribunmedan,sederat harta kekayaan ketua dpr puan maharani di lhkpn . . mulai dari sejumlah tanah tersebar hingga sederet mobil  via @tribunmedan,sederat harta kekayaan ketua dpr puan maharani di lhkpn . . mulai dari sejumlah tanah tersebar hingga sederet mobil  via @tribunmedan
segitu banyaknyaa kasus pedofilia dsb hari gini dan masih ada aja yg heran knp ada yg mau childfree??? gue rasa mending otak lo dipake buat mikir dulu sih.,negative,segitu banyaknyaa kasus pedofilia dsb hari gini dan masih ada aja yg heran knp ada yg mau childfree??? gue rasa mending otak lo dipake buat mikir dulu sih.,segitu banyaknyaa kasus pedofilia dsb hari gini dan masih ada aja yg heran knp ada yg mau childfree??? gue rasa mending otak lo dipake buat mikir dulu sih.,segitu banyaknyaa kasus pedofilia dsb hari gini dan masih ada aja yg heran knp ada yg mau childfree??? gue rasa mending otak lo dipake buat mikir dulu sih.
"Sekali lagi, cuma ngutip ""...... hanya orang bodoh yang mau ditipu Prabowo berkali-kali"" RT @mihrabku: Saya gak peduli AHY atau Anies. Tapi hanya orang bodoh yang mau ditipu Prabowo berkali-kali.",negative,"sekali lagi, cuma ngutip ""...... hanya orang bodoh yang mau ditipu prabowo berkali-kali"" rt @mihrabku: saya gak peduli ahy atau anies. tapi hanya orang bodoh yang mau ditipu prabowo berkali-kali.","sekali lagi, cuma ngutip ""...... hanya orang bodoh yang mau ditipu prabowo berkali-kali"" rt @mihrabku: saya gak peduli ahy atau anies. tapi hanya orang bodoh yang mau ditipu prabowo berkali-kali.","sekali lagi, cuma ngutip ""...... hanya orang bodoh yang mau ditipu prabowo berkali-kali"" rt @mihrabku: saya gak peduli ahy atau anies. tapi hanya orang bodoh yang mau ditipu prabowo berkali-kali."
"Selain belanja.. Di Kaspro bisa Bayar Pajak Kendaraan Tahunan loh.. . Makin sip, makin praktis 🤩 . @ridwankamil @pauuruzhanul",positive,"selain belanja.. di kaspro bisa bayar pajak kendaraan tahunan loh.. . makin sip, makin praktis 🤩 . @ridwankamil @pauuruzhanul","selain belanja.. di kaspro bisa bayar pajak kendaraan tahunan loh.. . makin sip, makin praktis 🤩 . @ridwankamil @pauuruzhanul","selain belanja.. di kaspro bisa bayar pajak kendaraan tahunan loh.. . makin sip, makin praktis 🤩 . @ridwankamil @pauuruzhanul"
"Selalu ramah Pak Ganjar, dengan bersama Ganjar kita pasti bisa bangkit Pemerintah Pak Ganjar terbaik dan terdepan ht #GanjarPresidenku",positive,"selalu ramah pak ganjar, dengan bersama ganjar kita pasti bisa bangkit pemerintah pak ganjar terbaik dan terdepan ht #ganjarpresidenku","selalu ramah pak ganjar, dengan bersama ganjar kita pasti bisa bangkit pemerintah pak ganjar terbaik dan terdepan ht #ganjarpresidenku","selalu ramah pak ganjar, dengan bersama ganjar kita pasti bisa bangkit pemerintah pak ganjar terbaik dan terdepan ht ganjarpresidenku"
"Selama Anies didukung Ikhwanul Muslimin, HTI dan FPI maka selama itu pulalah perubahan dalam bentuk persatuan hanya bualan para politikus yang hanya mengincar kekuasaan. Grass root akan terkotak-kotakan selamanya. 📌",negative,"selama anies didukung ikhwanul muslimin, hti dan fpi maka selama itu pulalah perubahan dalam bentuk persatuan hanya bualan para politikus yang hanya mengincar kekuasaan. grass root akan terkotak-kotakan selamanya. 📌","selama anies didukung ikhwanul muslimin, hti dan fpi maka selama itu pulalah perubahan dalam bentuk persatuan hanya bualan para politikus yang hanya mengincar kekuasaan. grass root akan terkotak-kotakan selamanya. 📌","selama anies didukung ikhwanul muslimin, hti dan fpi maka selama itu pulalah perubahan dalam bentuk persatuan hanya bualan para politikus yang hanya mengincar kekuasaan. grass root akan terkotak-kotakan selamanya. 📌"
"Selamat berakhir pekan #KawanPajak, berikut adalah infografis terkait Jam Layanan Kantor Pajak Selama Ramadan Penyesuaian jam layanan ini berlaku di seluruh Kantor Pajak selama Ramadan.",positive,"selamat berakhir pekan #kawanpajak, berikut adalah infografis terkait jam layanan kantor pajak selama ramadan penyesuaian jam layanan ini berlaku di seluruh kantor pajak selama ramadan.","selamat berakhir pekan #kawanpajak, berikut adalah infografis terkait jam layanan kantor pajak selama ramadan penyesuaian jam layanan ini berlaku di seluruh kantor pajak selama ramadan.","selamat berakhir pekan kawanpajak, berikut adalah infografis terkait jam layanan kantor pajak selama ramadan penyesuaian jam layanan ini berlaku di seluruh kantor pajak selama ramadan."
"Selamat Pagi Bestieee... . Selamat menunaikan ibadah puasa. . Sumbangsih Bagi Negeri, dengan Taat Membayar Pajak . #jabarjuara #samsatjabar #bapendajabar",positive,"selamat pagi bestieee... . selamat menunaikan ibadah puasa. . sumbangsih bagi negeri, dengan taat membayar pajak . #jabarjuara #samsatjabar #bapendajabar","selamat pagi bestieee... . selamat menunaikan ibadah puasa. . sumbangsih bagi negeri, dengan taat membayar pajak . #jabarjuara #samsatjabar #bapendajabar","selamat pagi bestieee... . selamat menunaikan ibadah puasa. . sumbangsih bagi negeri, dengan taat membayar pajak . jabarjuara samsatjabar bapendajabar"
"selamat sore semuanya warga twitter, mohon bantuannya. disink saya sedang mencari narasumber pasangan yang menganut prinsip childfree untuk memenuhi kebutuhan tugas akhir (skripsi). identitas akan saya samarkan dan data yg diperoleh pure untuk tugas. #childfree",positive,"selamat sore semuanya warga twitter, mohon bantuannya. disink saya sedang mencari narasumber pasangan yang menganut prinsip childfree untuk memenuhi kebutuhan tugas akhir (skripsi). identitas akan saya samarkan dan data yg diperoleh pure untuk tugas. #childfree","selamat sore semuanya warga twitter, mohon bantuannya. disink saya sedang mencari narasumber pasangan yang menganut prinsip childfree untuk memenuhi kebutuhan tugas akhir (skripsi). identitas akan saya samarkan dan data yg diperoleh pure untuk tugas. #childfree","selamat sore semuanya warga twitter, mohon bantuannya. disink saya sedang mencari narasumber pasangan yang menganut prinsip childfree untuk memenuhi kebutuhan tugas akhir (skripsi). identitas akan saya samarkan dan data yg diperoleh pure untuk tugas. childfree"
"selamat sore semuanya warga twitter, mohon bantuannya. disink saya sedang mencari narasumber pasangan yang menganut prinsip childfree untuk memenuhi kebutuhan tugas akhir (skripsi). identitas akan saya samarkan dan data yg diperoleh pure untuk tugas. #childfree",positive,"selamat sore semuanya warga twitter, mohon bantuannya. disink saya sedang mencari narasumber pasangan yang menganut prinsip childfree untuk memenuhi kebutuhan tugas akhir (skripsi). identitas akan saya samarkan dan data yg diperoleh pure untuk tugas. #childfree","selamat sore semuanya warga twitter, mohon bantuannya. disink saya sedang mencari narasumber pasangan yang menganut prinsip childfree untuk memenuhi kebutuhan tugas akhir (skripsi). identitas akan saya samarkan dan data yg diperoleh pure untuk tugas. #childfree","selamat sore semuanya warga twitter, mohon bantuannya. disink saya sedang mencari narasumber pasangan yang menganut prinsip childfree untuk memenuhi kebutuhan tugas akhir (skripsi). identitas akan saya samarkan dan data yg diperoleh pure untuk tugas. childfree"
Semalem bener2 serangan fajar,positive,semalem bener2 serangan fajar,semalem bener serangan fajar,semalem bener serangan fajar
"Semua kafir menipu menggunakan pakaian muslim..awas tertipu CINA JAHAT @democrazymedia @detikcom @BEMUI_Official @psi_id @PKSejahtera RT @bachrum_achmadi: Pd akhirnya main politik identitas. Pake kerudung segala, apalagi klo bkn mau cari simpatik ummat Islam. Preetlah! 🤣🤣🤣",negative,"semua kafir menipu menggunakan pakaian muslim..awas tertipu cina jahat @democrazymedia @detikcom @bemui_official @psi_id @pksejahtera rt @bachrum_achmadi: pd akhirnya main politik identitas. pake kerudung segala, apalagi klo bkn mau cari simpatik ummat islam. preetlah! 🤣🤣🤣","semua kafir menipu menggunakan pakaian muslim..awas tertipu cina jahat @democrazymedia @detikcom @bemui_official @psi_id @pksejahtera rt @bachrum_achmadi: pd akhirnya main politik identitas. pake kerudung segala, apalagi klo bkn mau cari simpatik ummat islam. preetlah! 🤣🤣🤣","semua kafir menipu menggunakan pakaian muslim..awas tertipu cina jahat @democrazymedia @detikcom @bemui_official @psi_id @pksejahtera rt @bachrum_achmadi: pd akhirnya main politik identitas. pake kerudung segala, apalagi klo bkn mau cari simpatik ummat islam. preetlah! 🤣🤣🤣"
sepak bola ga ada hubungannya dengan politik? mbok ya liat perlakuan amerika dan eropa ke rusia habis putin kirim tentara ke ukraina,negative,sepak bola ga ada hubungannya dengan politik? mbok ya liat perlakuan amerika dan eropa ke rusia habis putin kirim tentara ke ukraina,sepak bola ga ada hubungannya dengan politik? mbok ya liat perlakuan amerika dan eropa ke rusia habis putin kirim tentara ke ukraina,sepak bola ga ada hubungannya dengan politik? mbok ya liat perlakuan amerika dan eropa ke rusia habis putin kirim tentara ke ukraina
Sepakbola adalah sepakbola. Jangan kaitkan dengan urusan politik. 🙏🏼,positive,sepakbola adalah sepakbola. jangan kaitkan dengan urusan politik. 🙏🏼,sepakbola adalah sepakbola. jangan kaitkan dengan urusan politik. 🙏🏼,sepakbola adalah sepakbola. jangan kaitkan dengan urusan politik. 🙏🏼
"Sepertinya childfree cocok diterapin di konoha ini, dr pd punya anak pada bego kan",negative,"sepertinya childfree cocok diterapin di konoha ini, dr pd punya anak pada bego kan","sepertinya childfree cocok diterapin di konoha ini, dr pd punya anak pada bego kan","sepertinya childfree cocok diterapin di konoha ini, dr pd punya anak pada bego kan"
"Sepertinya fokus ibu Sri Mulyani saat ini baiknya ke pejabat publiknya dulu. Rakyat menengah ke bawah mayoritas pasti taat bayar pajak, hanya yg kaya yg ‘mengakali’. Iya, kyk pejabat tinggi ibu yg pinter bgt ‘mengakali’. Naudzubillah",positive,"sepertinya fokus ibu sri mulyani saat ini baiknya ke pejabat publiknya dulu. rakyat menengah ke bawah mayoritas pasti taat bayar pajak, hanya yg kaya yg ‘mengakali’. iya, kyk pejabat tinggi ibu yg pinter bgt ‘mengakali’. naudzubillah","sepertinya fokus ibu sri mulyani saat ini baiknya ke pejabat publiknya dulu. rakyat menengah ke bawah mayoritas pasti taat bayar pajak, hanya yg kaya yg ‘mengakali’. iya, kyk pejabat tinggi ibu yg pinter bgt ‘mengakali’. naudzubillah","sepertinya fokus ibu sri mulyani saat ini baiknya ke pejabat publiknya dulu. rakyat menengah ke bawah mayoritas pasti taat bayar pajak, hanya yg kaya yg ‘mengakali’. iya, kyk pejabat tinggi ibu yg pinter bgt ‘mengakali’. naudzubillah"
Sepertinya gerakan anti bayar pajak benar benar diperlukan untuk memiskinkan para pejabat di negeri ini Yang setuju retwet & koment sisipkan tagar👇 #MenkeuBobrok #MenkeuBobrok,negative,sepertinya gerakan anti bayar pajak benar benar diperlukan untuk memiskinkan para pejabat di negeri ini yang setuju retwet & koment sisipkan tagar👇 #menkeubobrok #menkeubobrok,sepertinya gerakan anti bayar pajak benar benar diperlukan untuk memiskinkan para pejabat di negeri ini yang setuju retwet & koment sisipkan tagar👇 #menkeubobrok #menkeubobrok,sepertinya gerakan anti bayar pajak benar benar diperlukan untuk memiskinkan para pejabat di negeri ini yang setuju retwet & koment sisipkan tagar👇 menkeubobrok menkeubobrok
"Sering Dianggap Sama, Ini Beda Childfree dan Childless",negative,"sering dianggap sama, ini beda childfree dan childless","sering dianggap sama, ini beda childfree dan childless","sering dianggap sama, ini beda childfree dan childless"
"Sering terjadi dikalangan anak muda kita. Kira kira kalo ada opsi dipindahin ke China dengan alasan ini, para brengsek garis keras pada mau gak ya?😂 ..  #china #resesiseks #nikah #jomblo #childfree",negative,"sering terjadi dikalangan anak muda kita. kira kira kalo ada opsi dipindahin ke china dengan alasan ini, para brengsek garis keras pada mau gak ya?😂 ..  #china #resesiseks #nikah #jomblo #childfree","sering terjadi dikalangan anak muda kita. kira kira kalo ada opsi dipindahin ke china dengan alasan ini, para brengsek garis keras pada mau gak ya?😂 ..  #china #resesiseks #nikah #jomblo #childfree","sering terjadi dikalangan anak muda kita. kira kira kalo ada opsi dipindahin ke china dengan alasan ini, para brengsek garis keras pada mau gak ya?😂 ..  china resesiseks nikah jomblo childfree"
